Shannon,Fisher,Fisher',GBP,E2,E3,R2,R3,G1,G2,G3,iso,aniso
1.5132 ,2.7898 ,2.8115 ,4.0819 ,0.1341 ,0.6870 ,0.8498 ,0.8520 ,-0.5311 ,1.9920 ,3.7140 ,26.5421 ,25.8227 
1.5129 ,2.7505 ,2.8734 ,4.0645 ,0.1276 ,0.2025 ,0.8476 ,0.8433 ,-0.5204 ,2.0175 ,3.7372 ,25.8123 ,28.8418 
1.4641 ,2.5957 ,2.5954 ,3.9691 ,0.1300 ,0.4458 ,0.8515 ,0.8440 ,-0.4864 ,1.9940 ,3.8032 ,24.5438 ,30.4588 
1.4395 ,2.3482 ,2.5118 ,3.9012 ,0.1248 ,0.1824 ,0.8508 ,0.8371 ,-0.4317 ,2.0048 ,3.9766 ,21.4820 ,35.7488 
1.9002 ,3.5712 ,4.2731 ,4.7731 ,0.1290 ,0.2490 ,0.7956 ,0.8039 ,-0.6703 ,1.9031 ,2.8258 ,30.8449 ,20.5456 
1.3725 ,2.3989 ,2.2212 ,3.7977 ,0.1296 ,0.3435 ,0.8430 ,0.8292 ,-0.4757 ,1.9843 ,3.9746 ,23.0987 ,30.5634 
1.4829 ,2.7015 ,2.7352 ,4.0208 ,0.1303 ,0.3377 ,0.8498 ,0.8448 ,-0.5187 ,2.0201 ,3.7898 ,25.6608 ,29.2118 
1.3903 ,2.5250 ,2.2548 ,3.8743 ,0.1310 ,0.2239 ,0.8599 ,0.8551 ,-0.4984 ,2.0082 ,3.9186 ,24.9744 ,28.9059 
1.4134 ,2.5478 ,2.3865 ,3.8979 ,0.1297 ,0.2835 ,0.8541 ,0.8479 ,-0.4934 ,2.0017 ,3.8595 ,24.6530 ,28.9415 
1.4113 ,2.4852 ,2.4155 ,3.8652 ,0.1314 ,0.6690 ,0.8506 ,0.8398 ,-0.4740 ,2.0064 ,3.9002 ,23.4774 ,31.0711 
1.4937 ,2.6840 ,2.8187 ,4.0227 ,0.1297 ,0.4136 ,0.8479 ,0.8411 ,-0.5057 ,2.0223 ,3.7859 ,25.1389 ,30.4154 
1.4012 ,2.5379 ,2.2803 ,3.8725 ,0.1316 ,0.5301 ,0.8429 ,0.8339 ,-0.5120 ,1.9743 ,3.8762 ,24.8561 ,27.3721 
1.5007 ,2.7573 ,2.9135 ,4.0330 ,0.1293 ,0.3889 ,0.8441 ,0.8402 ,-0.5261 ,2.0257 ,3.7386 ,25.7503 ,30.1466 
1.5197 ,2.7989 ,2.8577 ,4.0911 ,0.1308 ,0.3259 ,0.8519 ,0.8521 ,-0.5311 ,2.0124 ,3.7005 ,26.5228 ,25.6224 
1.5072 ,2.7704 ,2.8608 ,4.0533 ,0.1297 ,0.2958 ,0.8469 ,0.8462 ,-0.5311 ,2.0133 ,3.7161 ,26.0731 ,27.4559 
1.8909 ,3.5638 ,4.2555 ,4.7541 ,0.1310 ,0.4623 ,0.7939 ,0.8016 ,-0.6739 ,1.9031 ,2.8252 ,30.7357 ,20.3759 
1.4327 ,2.3499 ,2.4995 ,3.8878 ,0.1287 ,0.6384 ,0.8420 ,0.8270 ,-0.4438 ,1.9780 ,3.9800 ,21.5196 ,35.4058 
1.5424 ,2.9074 ,2.8876 ,4.1496 ,0.1326 ,0.5071 ,0.8468 ,0.8520 ,-0.5613 ,1.9808 ,3.5985 ,27.9518 ,22.8484 
1.5122 ,2.8180 ,2.8876 ,4.0813 ,0.1315 ,0.3928 ,0.8552 ,0.8575 ,-0.5305 ,2.0255 ,3.7018 ,26.5772 ,27.8872 
1.4523 ,2.5435 ,2.6830 ,3.9392 ,0.1312 ,0.7680 ,0.8465 ,0.8352 ,-0.4812 ,2.0351 ,3.9008 ,23.7067 ,34.3742 
1.8784 ,3.5613 ,4.2269 ,4.7322 ,0.1359 ,1.2128 ,0.7871 ,0.7932 ,-0.6868 ,1.8941 ,2.8297 ,30.8027 ,20.1274 
1.4989 ,2.7525 ,2.9046 ,4.0294 ,0.1279 ,0.2313 ,0.8437 ,0.8395 ,-0.5267 ,2.0286 ,3.7415 ,25.7273 ,30.0956 
1.3940 ,2.4975 ,2.2606 ,3.8522 ,0.1305 ,0.3771 ,0.8425 ,0.8323 ,-0.5026 ,1.9748 ,3.9010 ,24.3362 ,28.1689 
1.3848 ,2.4595 ,2.2317 ,3.8360 ,0.1312 ,0.5127 ,0.8440 ,0.8330 ,-0.4934 ,1.9779 ,3.9292 ,23.8680 ,29.4737 
1.5068 ,2.7546 ,2.8715 ,4.0610 ,0.1304 ,0.4378 ,0.8513 ,0.8474 ,-0.5145 ,2.0256 ,3.7266 ,25.8411 ,30.3446 
1.5173 ,2.7902 ,2.8499 ,4.0866 ,0.1301 ,0.3134 ,0.8528 ,0.8533 ,-0.5282 ,2.0176 ,3.7137 ,26.4281 ,26.0127 
1.5194 ,2.8264 ,2.9162 ,4.0799 ,0.1312 ,0.5319 ,0.8460 ,0.8474 ,-0.5444 ,2.0191 ,3.6829 ,26.6555 ,26.5351 
1.4108 ,2.6024 ,2.2763 ,3.9099 ,0.1336 ,0.5904 ,0.8453 ,0.8389 ,-0.5282 ,1.9660 ,3.8294 ,25.8414 ,25.5978 
1.4600 ,2.4942 ,2.6890 ,3.9403 ,0.1441 ,4.7001 ,0.8529 ,0.8431 ,-0.4526 ,1.9033 ,3.8723 ,22.8257 ,34.8874 
1.5225 ,2.8392 ,2.9234 ,4.0871 ,0.1343 ,1.0008 ,0.8454 ,0.8467 ,-0.5480 ,2.0095 ,3.6748 ,26.8107 ,26.1921 
1.5181 ,2.7943 ,2.8417 ,4.0902 ,0.1372 ,1.4260 ,0.8535 ,0.8540 ,-0.5283 ,2.0027 ,3.7100 ,26.5223 ,25.9080 
1.4211 ,2.2779 ,2.4480 ,3.8576 ,0.1280 ,0.4983 ,0.8423 ,0.8258 ,-0.4274 ,1.9735 ,4.0087 ,20.6571 ,36.6859 
1.8883 ,3.5570 ,4.2372 ,4.7487 ,0.1285 ,0.2347 ,0.7943 ,0.8019 ,-0.6724 ,1.9032 ,2.8310 ,30.7138 ,20.1384 
1.5067 ,2.7394 ,2.8591 ,4.0529 ,0.1292 ,0.2971 ,0.8461 ,0.8405 ,-0.5233 ,2.0210 ,3.7415 ,25.7046 ,29.4823 
1.4229 ,2.5453 ,2.4460 ,3.8950 ,0.1293 ,0.3526 ,0.8500 ,0.8406 ,-0.4898 ,2.0113 ,3.8583 ,24.2265 ,29.6182 
1.5153 ,2.8071 ,2.8789 ,4.0757 ,0.1310 ,0.3603 ,0.8492 ,0.8502 ,-0.5367 ,2.0128 ,3.6907 ,26.5432 ,27.0217 
1.5181 ,2.7923 ,2.8474 ,4.0890 ,0.1344 ,0.9516 ,0.8531 ,0.8536 ,-0.5281 ,2.0104 ,3.7121 ,26.4842 ,25.8861 
1.8901 ,3.5616 ,4.2498 ,4.7524 ,0.1295 ,0.3260 ,0.7937 ,0.8014 ,-0.6736 ,1.9032 ,2.8308 ,30.7244 ,20.2605 
1.4277 ,2.3224 ,2.4792 ,3.8750 ,0.1273 ,0.4072 ,0.8419 ,0.8262 ,-0.4376 ,1.9821 ,3.9910 ,21.1951 ,35.8777 
1.5086 ,2.7385 ,2.8769 ,4.0548 ,0.1299 ,0.3295 ,0.8473 ,0.8421 ,-0.5187 ,2.0201 ,3.7434 ,25.6851 ,29.9956 
1.4177 ,2.5321 ,2.4240 ,3.8862 ,0.1327 ,0.8687 ,0.8532 ,0.8445 ,-0.4844 ,2.0021 ,3.8832 ,24.2398 ,29.4566 
1.4102 ,2.4814 ,2.3958 ,3.8650 ,0.1325 ,0.8263 ,0.8532 ,0.8433 ,-0.4730 ,1.9964 ,3.9118 ,23.6052 ,30.3338 
1.5129 ,2.7556 ,2.8900 ,4.0636 ,0.1296 ,0.3001 ,0.8470 ,0.8422 ,-0.5225 ,2.0168 ,3.7311 ,25.8685 ,29.4937 
1.4299 ,2.3318 ,2.4859 ,3.8809 ,0.1270 ,0.3503 ,0.8422 ,0.8268 ,-0.4395 ,1.9838 ,3.9862 ,21.2950 ,35.7352 
1.8900 ,3.5621 ,4.2518 ,4.7521 ,0.1306 ,0.4098 ,0.7935 ,0.8011 ,-0.6741 ,1.9040 ,2.8256 ,30.7031 ,20.3716 
1.4716 ,2.6834 ,2.6730 ,3.9995 ,0.1392 ,1.9134 ,0.8545 ,0.8549 ,-0.5038 ,1.9900 ,3.7731 ,25.3427 ,29.2121 
1.4988 ,2.7537 ,2.7719 ,4.0577 ,0.1300 ,0.2730 ,0.8522 ,0.8547 ,-0.5235 ,2.0064 ,3.7399 ,26.0900 ,26.5817 
1.8704 ,3.5481 ,4.1817 ,4.7170 ,0.1293 ,0.2991 ,0.7878 ,0.7934 ,-0.6865 ,1.9055 ,2.8296 ,30.7418 ,20.1560 
1.4396 ,2.4633 ,2.5568 ,3.9129 ,0.1278 ,0.2568 ,0.8474 ,0.8351 ,-0.4681 ,2.0162 ,3.9224 ,22.9980 ,34.3790 
1.4714 ,2.6543 ,2.6928 ,3.9870 ,0.1282 ,0.2271 ,0.8490 ,0.8422 ,-0.5071 ,2.0172 ,3.8211 ,25.1294 ,28.8535 
1.4657 ,2.6442 ,2.6622 ,3.9810 ,0.1281 ,0.1965 ,0.8475 ,0.8405 ,-0.5116 ,2.0161 ,3.8181 ,25.0233 ,29.2089 
1.5078 ,2.8007 ,2.7726 ,4.0773 ,0.1351 ,0.8855 ,0.8516 ,0.8518 ,-0.5334 ,1.9991 ,3.6691 ,26.7833 ,26.1000 
1.5154 ,2.8114 ,2.8348 ,4.1045 ,0.1312 ,0.3158 ,0.8648 ,0.8670 ,-0.5147 ,2.0329 ,3.7051 ,26.7710 ,27.4663 
1.4489 ,2.5593 ,2.5935 ,3.9430 ,0.1298 ,0.3784 ,0.8485 ,0.8390 ,-0.4889 ,2.0123 ,3.8769 ,24.1269 ,30.9537 
1.4699 ,2.6411 ,2.6927 ,3.9841 ,0.1340 ,0.9737 ,0.8508 ,0.8439 ,-0.5001 ,2.0143 ,3.8277 ,24.9861 ,29.4498 
1.4555 ,2.6210 ,2.6810 ,3.9512 ,0.1283 ,0.2896 ,0.8400 ,0.8311 ,-0.5141 ,2.0106 ,3.8310 ,24.6063 ,29.6918 
1.3289 ,2.3790 ,2.0740 ,3.7148 ,0.1288 ,0.2873 ,0.8496 ,0.8372 ,-0.4809 ,2.0205 ,4.0297 ,23.3180 ,30.6449 
1.4875 ,2.7635 ,2.8065 ,4.0325 ,0.1378 ,1.2498 ,0.8541 ,0.8548 ,-0.5265 ,2.0225 ,3.7646 ,26.0771 ,27.8450 
1.4920 ,2.7347 ,2.7668 ,4.0399 ,0.1291 ,0.2490 ,0.8481 ,0.8467 ,-0.5197 ,2.0071 ,3.7417 ,25.8281 ,27.7651 
1.3618 ,2.4773 ,2.1751 ,3.7850 ,0.1297 ,0.3586 ,0.8451 ,0.8338 ,-0.5002 ,1.9980 ,3.9298 ,24.2540 ,29.2323 
1.3532 ,2.4302 ,2.1481 ,3.7630 ,0.1287 ,0.2894 ,0.8453 ,0.8328 ,-0.4890 ,2.0006 ,3.9619 ,23.7248 ,30.2032 
1.4860 ,2.7287 ,2.7593 ,4.0356 ,0.1304 ,0.3383 ,0.8560 ,0.8552 ,-0.5074 ,2.0265 ,3.7609 ,25.7401 ,29.4512 
1.4879 ,2.7332 ,2.7379 ,4.0362 ,0.1292 ,0.2416 ,0.8588 ,0.8581 ,-0.5013 ,2.0245 ,3.7460 ,25.8353 ,29.3999 
1.5111 ,2.7777 ,2.8320 ,4.0822 ,0.1311 ,0.3331 ,0.8622 ,0.8666 ,-0.5127 ,2.0267 ,3.7277 ,26.3151 ,26.7800 
1.5147 ,2.7995 ,2.7984 ,4.0973 ,0.1303 ,0.2348 ,0.8558 ,0.8609 ,-0.5273 ,2.0039 ,3.7062 ,26.7199 ,25.9514 
1.4082 ,2.2797 ,2.4587 ,3.8360 ,0.1262 ,0.4038 ,0.8563 ,0.8416 ,-0.4067 ,2.0263 ,4.0241 ,20.6343 ,38.3432 
1.8754 ,3.5425 ,4.1687 ,4.7273 ,0.1317 ,0.5421 ,0.7913 ,0.7984 ,-0.6765 ,1.8923 ,2.8468 ,30.7814 ,19.5378 
1.4199 ,2.2529 ,2.4550 ,3.8540 ,0.1290 ,0.6564 ,0.8549 ,0.8397 ,-0.4049 ,1.9976 ,4.0278 ,20.2238 ,37.7058 
1.8820 ,3.5482 ,4.2042 ,4.7367 ,0.1304 ,0.3719 ,0.7934 ,0.7995 ,-0.6725 ,1.9062 ,2.8299 ,30.6724 ,19.9023 
1.3542 ,2.5080 ,2.1276 ,3.7879 ,0.1305 ,0.2381 ,0.8499 ,0.8413 ,-0.5121 ,2.0047 ,3.9448 ,25.0461 ,27.0228 
1.4222 ,2.3863 ,2.4963 ,3.8691 ,0.1295 ,0.6376 ,0.8513 ,0.8383 ,-0.4425 ,2.0072 ,3.9412 ,21.8390 ,35.0315 
1.8741 ,3.5399 ,4.1562 ,4.7240 ,0.1287 ,0.2340 ,0.7913 ,0.7975 ,-0.6778 ,1.9028 ,2.8302 ,30.7730 ,19.6415 
1.4156 ,2.3069 ,2.4343 ,3.8540 ,0.1292 ,0.4277 ,0.8512 ,0.8358 ,-0.4285 ,1.9944 ,3.9985 ,21.1282 ,37.1331 
1.4909 ,2.7508 ,2.7694 ,4.0386 ,0.1299 ,0.3284 ,0.8466 ,0.8445 ,-0.5274 ,2.0139 ,3.7324 ,25.9761 ,27.3483 
1.4791 ,2.7318 ,2.7812 ,4.0104 ,0.1386 ,1.5872 ,0.8515 ,0.8499 ,-0.5226 ,2.0178 ,3.7800 ,25.6754 ,28.3267 
1.8723 ,3.5374 ,4.1558 ,4.7208 ,0.1331 ,0.7312 ,0.7903 ,0.7975 ,-0.6771 ,1.8870 ,2.8471 ,30.7667 ,19.4144 
1.4040 ,2.2493 ,2.4377 ,3.8240 ,0.1249 ,0.2808 ,0.8564 ,0.8409 ,-0.3995 ,2.0242 ,4.0357 ,20.3150 ,38.9262 
1.5020 ,2.8036 ,2.7585 ,4.0791 ,0.1301 ,0.2399 ,0.8615 ,0.8641 ,-0.5168 ,2.0232 ,3.7004 ,26.7716 ,26.9580 
1.4366 ,2.4934 ,2.5899 ,3.9080 ,0.1319 ,0.9070 ,0.8570 ,0.8495 ,-0.4505 ,2.0201 ,3.9134 ,22.9674 ,33.0590 
1.3964 ,2.1791 ,2.4231 ,3.7998 ,0.1254 ,0.3335 ,0.8523 ,0.8358 ,-0.3899 ,2.0103 ,4.0808 ,19.3346 ,40.0957 
1.8819 ,3.5457 ,4.1862 ,4.7391 ,0.1363 ,1.2554 ,0.7974 ,0.8048 ,-0.6661 ,1.8932 ,2.8389 ,30.7464 ,19.5565 
1.4028 ,2.3062 ,2.4673 ,3.8258 ,0.1252 ,0.2309 ,0.8510 ,0.8361 ,-0.4235 ,2.0282 ,4.0244 ,21.0965 ,36.9970 
1.8734 ,3.5474 ,4.1841 ,4.7237 ,0.1313 ,0.4671 ,0.7901 ,0.7972 ,-0.6790 ,1.8975 ,2.8422 ,30.7348 ,19.8499 
1.4205 ,2.5186 ,2.4842 ,3.8861 ,0.1300 ,0.4815 ,0.8510 ,0.8415 ,-0.4780 ,2.0116 ,3.8608 ,23.6877 ,31.9333 
1.3475 ,2.4136 ,2.0556 ,3.7697 ,0.1329 ,0.6679 ,0.8434 ,0.8316 ,-0.4994 ,1.9690 ,3.9564 ,23.6767 ,27.7266 
1.5067 ,2.7353 ,2.8874 ,4.0537 ,0.1328 ,0.7261 ,0.8486 ,0.8433 ,-0.5160 ,2.0126 ,3.7566 ,25.5054 ,29.8696 
1.4226 ,2.5407 ,2.4664 ,3.8959 ,0.1313 ,0.5216 ,0.8534 ,0.8452 ,-0.4870 ,2.0151 ,3.8813 ,24.1489 ,31.1107 
1.4180 ,2.3350 ,2.4898 ,3.8572 ,0.1274 ,0.4032 ,0.8528 ,0.8385 ,-0.4270 ,2.0162 ,3.9882 ,21.3305 ,36.9266 
1.8773 ,3.5490 ,4.1924 ,4.7307 ,0.1295 ,0.2942 ,0.7917 ,0.7985 ,-0.6787 ,1.9032 ,2.8387 ,30.7771 ,19.7689 
1.5095 ,2.7484 ,2.9084 ,4.0587 ,0.1299 ,0.3568 ,0.8506 ,0.8472 ,-0.5128 ,2.0243 ,3.7450 ,25.6302 ,29.7625 
1.4004 ,2.4997 ,2.2902 ,3.8656 ,0.1311 ,0.4866 ,0.8442 ,0.8350 ,-0.5002 ,1.9757 ,3.9050 ,24.4002 ,28.4784 
1.3934 ,2.4814 ,2.2627 ,3.8518 ,0.1317 ,0.5658 ,0.8432 ,0.8327 ,-0.4991 ,1.9737 ,3.9139 ,24.0932 ,28.8241 
1.5033 ,2.7319 ,2.8777 ,4.0458 ,0.1301 ,0.4195 ,0.8493 ,0.8447 ,-0.5134 ,2.0237 ,3.7529 ,25.4955 ,30.0043 
1.8791 ,3.5490 ,4.1931 ,4.7340 ,0.1287 ,0.2257 ,0.7919 ,0.7989 ,-0.6777 ,1.9022 ,2.8385 ,30.7863 ,19.7081 
1.4220 ,2.3292 ,2.4937 ,3.8641 ,0.1244 ,0.1808 ,0.8534 ,0.8390 ,-0.4228 ,2.0166 ,3.9863 ,21.2038 ,37.2078 
1.5059 ,2.7929 ,2.8971 ,4.0575 ,0.1305 ,0.4241 ,0.8503 ,0.8510 ,-0.5291 ,2.0326 ,3.7097 ,26.2588 ,28.3178 
1.5075 ,2.7812 ,2.7750 ,4.0745 ,0.1314 ,0.3856 ,0.8461 ,0.8467 ,-0.5367 ,1.9898 ,3.6999 ,26.5417 ,25.6266 
1.3977 ,2.4966 ,2.2745 ,3.8606 ,0.1331 ,0.8111 ,0.8431 ,0.8330 ,-0.5013 ,1.9639 ,3.8995 ,24.3028 ,28.5222 
1.5049 ,2.7294 ,2.8885 ,4.0498 ,0.1286 ,0.2636 ,0.8507 ,0.8464 ,-0.5096 ,2.0254 ,3.7605 ,25.4769 ,30.2236 
1.4249 ,2.5060 ,2.4684 ,3.8940 ,0.1315 ,0.6634 ,0.8515 ,0.8407 ,-0.4704 ,2.0102 ,3.8777 ,23.4143 ,32.6639 
1.4239 ,2.5057 ,2.4755 ,3.8913 ,0.1290 ,0.2872 ,0.8516 ,0.8408 ,-0.4707 ,2.0144 ,3.8805 ,23.4057 ,32.6909 
1.5075 ,2.8130 ,2.9039 ,4.0601 ,0.1297 ,0.3123 ,0.8490 ,0.8502 ,-0.5355 ,2.0234 ,3.6939 ,26.4282 ,27.8701 
1.5033 ,2.7765 ,2.7674 ,4.0647 ,0.1313 ,0.3848 ,0.8456 ,0.8456 ,-0.5372 ,1.9924 ,3.7075 ,26.4566 ,25.6328 
1.8779 ,3.5471 ,4.1874 ,4.7314 ,0.1327 ,0.6826 ,0.7913 ,0.7981 ,-0.6781 ,1.8962 ,2.8410 ,30.7708 ,19.5916 
1.4210 ,2.3176 ,2.4851 ,3.8627 ,0.1281 ,0.4279 ,0.8536 ,0.8391 ,-0.4209 ,2.0040 ,3.9826 ,21.0711 ,37.5147 
1.5025 ,2.7823 ,2.8884 ,4.0508 ,0.1291 ,0.2576 ,0.8507 ,0.8508 ,-0.5277 ,2.0329 ,3.7298 ,26.1182 ,28.5477 
1.5104 ,2.7891 ,2.7941 ,4.0787 ,0.1328 ,0.5605 ,0.8454 ,0.8460 ,-0.5390 ,1.9889 ,3.6947 ,26.5870 ,25.4561 
1.4230 ,2.3330 ,2.4979 ,3.8668 ,0.1412 ,4.2134 ,0.8537 ,0.8395 ,-0.4213 ,1.9229 ,3.9831 ,21.2274 ,37.2308 
1.8804 ,3.5501 ,4.1964 ,4.7365 ,0.1285 ,0.2181 ,0.7923 ,0.7993 ,-0.6775 ,1.9017 ,2.8387 ,30.8012 ,19.7510 
1.5095 ,2.8235 ,2.9258 ,4.0626 ,0.1372 ,1.5292 ,0.8479 ,0.8497 ,-0.5398 ,2.0098 ,3.6973 ,26.5239 ,27.4595 
1.5028 ,2.7754 ,2.7667 ,4.0625 ,0.1306 ,0.3278 ,0.8450 ,0.8449 ,-0.5381 ,1.9891 ,3.7083 ,26.4510 ,25.6362 
1.8784 ,3.5502 ,4.1967 ,4.7326 ,0.1286 ,0.2296 ,0.7917 ,0.7985 ,-0.6787 ,1.9039 ,2.8416 ,30.7753 ,19.8214 
1.4199 ,2.3372 ,2.4944 ,3.8607 ,0.1297 ,0.9895 ,0.8526 ,0.8384 ,-0.4275 ,2.0055 ,3.9900 ,21.3538 ,36.8954 
1.5084 ,2.8010 ,2.9071 ,4.0611 ,0.1303 ,0.3664 ,0.8508 ,0.8522 ,-0.5291 ,2.0252 ,3.7013 ,26.2539 ,28.2025 
1.5066 ,2.7821 ,2.7805 ,4.0696 ,0.1321 ,0.5696 ,0.8450 ,0.8453 ,-0.5383 ,1.9895 ,3.7048 ,26.4783 ,25.4145 
1.4231 ,2.3272 ,2.5020 ,3.8667 ,0.1257 ,0.2364 ,0.8542 ,0.8399 ,-0.4214 ,2.0113 ,3.9928 ,21.1593 ,37.2483 
1.8818 ,3.5534 ,4.2123 ,4.7385 ,0.1337 ,0.8062 ,0.7921 ,0.7990 ,-0.6764 ,1.8985 ,2.8368 ,30.7672 ,19.9181 
1.5066 ,2.7369 ,2.8855 ,4.0535 ,0.1288 ,0.2601 ,0.8480 ,0.8426 ,-0.5173 ,2.0298 ,3.7520 ,25.5519 ,29.9911 
1.4125 ,2.5454 ,2.4696 ,3.8786 ,0.1306 ,0.4385 ,0.8532 ,0.8451 ,-0.4912 ,2.0365 ,3.9088 ,24.2172 ,30.8967 
1.5052 ,2.7915 ,2.8959 ,4.0566 ,0.1314 ,0.5225 ,0.8510 ,0.8519 ,-0.5284 ,2.0306 ,3.7188 ,26.2212 ,28.3875 
1.5079 ,2.7841 ,2.7759 ,4.0755 ,0.1343 ,0.9424 ,0.8462 ,0.8471 ,-0.5376 ,1.9797 ,3.7054 ,26.5579 ,25.5056 
1.5011 ,2.7136 ,2.8530 ,4.0434 ,0.1373 ,1.6835 ,0.8500 ,0.8440 ,-0.5076 ,2.0047 ,3.7684 ,25.2895 ,30.9117 
1.4260 ,2.5456 ,2.4682 ,3.9037 ,0.1301 ,0.3704 ,0.8531 ,0.8446 ,-0.4851 ,2.0176 ,3.8673 ,24.1336 ,31.1897 
